titre,date,editeur,fichier 
The theory and practice of military hygiene. Illustrated by eight plates and nearly four hundred engravings,1901,"New York, W. Wood",1901_Thetheoryandpractice.txt
"The Effect of alum upon the human system, when used in baking powders: Elaborate Experiments ...",1901,,1901_TheEffectofalumupont.txt
The cost of food; a study in dietaries,1901,"New York, J. Wiley & sons; [etc., etc.]",1901_Thecostoffoodastudyi.txt
Food and feeding,1901,London ; New York : F. Warne,1901_Foodandfeeding.txt
Select methods in food analysis,1901,"London, Rebman",1901_Selectmethodsinfooda.txt
Bibliography of Domestic Economy: In English,1901,University of the State of New York,1901_BibliographyofDomest.txt
The Baker's Book: A Practical Hand Book of the Baking Industry in All Countries ...,1902,E. Braun,1902_TheBakersBookAPracti.txt
The book of vegetables,1902,"London and New York, J. Lane",1902_Thebookofvegetables.txt
Crumbs from everybody's table; a cook book,1902,"Pacific Grove, Calif. : W.C. Brown, printer",1902_Crumbsfromeverybodys.txt
"The ""Queen"" Cookery Books ...",1902,H. Cox,1902_TheQueenCookeryBooks.txt
Hygiene: a manual of personal and public health,1902,"London, Gill",1902_Hygieneamanualofpers.txt
Cookery recipes,1902,Mill Valley,1902_Cookeryrecipes.txt
What's what? at home and abroad,1902,"New York, The Bradley-White Co.",1902_Whatswhatathomeandab.txt
Handbook of household science,1902,"St. Paul, Minn., Printed by Webb publishing co.",1902_Handbookofhouseholds.txt
Handbook of household science,1902,"St. Paul, Minn., Printed by Webb publishing co.",1902_Handbookofhouseholds.txt
Woman's favorite cook book,1902,"[Chicago, Monarch book co.]",1902_Womansfavoritecookbo.txt
À la Mode Cookery: Up-to-date Recipes,1902,Longmans,1902_laModeCookeryUptodat.txt
"Practical cooking and serving; a complete manual of how to select, prepare, and serve food",1902,"New York, Doubleday, Page & company",1902_Practicalcookingands.txt
"Practical cooking and serving; a complete manual of how to select, prepare, and serve food",1902,"New York, Doubleday, Page & company",1902_Practicalcookingands.txt
With a saucepan over the sea; quaint and delicious recipes from the kitchens of foreign countries,1902,"Boston, Little, Brown, and company",1902_Withasaucepanoverthe.txt
"A Comprehensive Guide-book to Natural, Hygienic & Humane Diet",1902,Crowell,1902_AComprehensiveGuideb.txt
Perfection in baking,1902,"New York, Wm. R. Gregory co.",1902_Perfectioninbaking.txt
A dainty cook book,1902,"New York, London [etc.] The Abbey press",1902_Adaintycookbook.txt
Suggested standards of purity for foods and drugs,1902,"London, Baillière",1902_Suggestedstandardsof.txt
"Dangerous trades, the historical, social, and legal aspects of industrial occupations as affecting health",1902,"London, Murray",1902_Dangeroustradesthehi.txt
"Homely hints on food and cooking, digestion and indigestion : with over one hundred and forty simple, economical and practical recipes (English, French and American)",1902,Leeds : Cooke,1902_Homelyhintsonfoodand.txt
"A Comprehensive Guide-book to Natural, Hygienic & Humane Diet",1902,Crowell,1902_AComprehensiveGuideb.txt
"The pleasures of the table; an account of gastronomy from ancient days to present times. With a history of its literature, schools, and most distinguished artists; together with some special recipes, and views concerning the aesthetics of dinners and dinner-giving",1902,"New York, Doubleday, Page",1902_Thepleasuresofthetab.txt
Columbia cook book,1902,"Louisville, Ky., Press of the Bradley & Gilbert company",1902_Columbiacookbook.txt
"The ""Queen"" Cookery Books ...",1902,H. Cox,1902_TheQueenCookeryBooks.txt
Mrs. Rorer's new cook book : a manual of housekeeping,1902,Philadelphia : Arnold,1902_MrsRorersnewcookbook.txt
Mrs. Lincoln's Boston cook book : what to do and what not to do in cooking,1902,"Boston : Little, Brown",1902_MrsLincolnsBostoncoo.txt
The hostess of to-day,1902,"New York, C. Scribner's sons",1902_Thehostessoftoday.txt
Mrs. Linclon's Boston cook book : what to do and what not to do in cooking,1902,"Boston : Little, Brown",1902_MrsLinclonsBostoncoo.txt
À la mode cookery; up-to-date recipes,1902,London : Longmans,1902_lamodecookeryuptodat.txt
The royal baker and pastry cook; a manual of practical cookery,1902,"New York, Royal baking powder co.",1902_Theroyalbakerandpast.txt
"Souvenir cook book of the F. K. A. of Columbus, Georgia ..",1902,"Columbus, Ga., T. Gilbert, printer",1902_Souvenircookbookofth.txt
"Mrs. Seely's cook book; a manual of French and American cookery, with chapters on domestic servants, their rights and duties and many other details of household management",1902,"New York, Macmillan",1902_MrsSeelyscookbookama.txt
Handbook of household science,1902,"St. Paul, Minn., Printed by Webb publishing co.",1902_Handbookofhouseholds.txt
The royal baker and pastry cook; a manual of practical cookery,1902,"New York, Royal baking powder co.",1902_Theroyalbakerandpast.txt
Vegetables,1902,London : Horace Cox,1902_Vegetables.txt
The pleasures of the table; an account of gastronomy from ancient days to present times,1902,"New York, Doubleday, Page and co.",1902_Thepleasuresofthetab.txt
The Presbyterian cook book,1902,"New Brighton, Pa. : the ladies of the First Presbyterian Church",1902_ThePresbyteriancookb.txt
"Three meals a day : a choice collection of valuable and reliable recipes in all classes of cookery and a comprehensive cyclopedia of information for the home including toilet, health and housekeeping departments, cooking recipes, menus, table etiquette, and a thousand facts worth knowing",1902,Chicago : Educational Co.,1902_Threemealsadayachoic.txt
"The ""Queen"" Cookery Books ...",1902,H. Cox,1902_TheQueenCookeryBooks.txt
The home science cook book,1902,"Boston, Home Science Publishing Company",1902_Thehomesciencecookbo.txt
"The mushroom book : a popular guide to the identification and study of our commoner fungi, with special emphasis on the edible varieties",1902,"New York : Doubleday, Page",1902_Themushroombookapopu.txt
Luncheons : a cook's picture book : a supplement to the Century cook book,1902,New York : Century,1902_Luncheonsacookspictu.txt
"The ""Queen"" Cookery Books ...",1902,H. Cox,1902_TheQueenCookeryBooks.txt
My mother's cook book: a series of practical lessons in the art of cooking,1902,"Chicago, Thompson & Thomas",1902_Mymotherscookbookase.txt
"Mrs. Seely's cook book; a manual of French and American cookery, with chapters on domestic servants, their rights and duties and many other details of household management",1902,New York : Macmillan Co.,1902_MrsSeelyscookbookama.txt
With a saucepan over the sea; quaint and delicious recipes from the kitchens of foreign countries,1902,"Boston, Little, Brown, and company",1902_Withasaucepanoverthe.txt
"The post-graduate cookery book : consisting of a large number of special receipts, many of them original, which are offered in this form as a supplement to existing works on the culinary art",c1903,New York : Caterer Pub. Co.,c1903_Thepostgraduatecooke.txt
A third pot-pourri,1903,"London : Smith, Elder & co.",1903_Athirdpotpourri.txt
Kentucky receipt book,1903,"[Louisville, Ky., Press of the Bradley & Gilbert Company]",1903_Kentuckyreceiptbook.txt
Favorite recipes,1903,"Hanford, Calif. : Hanford Daily Journal",1903_Favoriterecipes.txt
"Dr. Price's delicious desserts : containin [sic] practical recipes carefully selected and tested : excellent, simple, delicate",c1903,New York : Price Flavoring Extract Co.,c1903_DrPricesdeliciousdes.txt
The Woodbridge cook book,1903,"Woodbridge, N.J. : Ladies' Association of the First Congregational Church",1903_TheWoodbridgecookboo.txt
The A.B.-Z. of our own nutrition,1903,New York : F.A. Stokes,1903_TheABZofourownnutrit.txt
Fish,1903,London : Horace Cox,1903_Fish.txt
New ways for oysters,1903,"Philadelphia, Arnold and company",1903_Newwaysforoysters.txt
A third pot-pourri,1903,"London, Smith, Elder",1903_Athirdpotpourri.txt
Favorite recipes,1903,"Hanford, Calif. : Hanford Daily Journal",1903_Favoriterecipes.txt
Food and its functions; a text-book for students of cookery,[1903],"London, Glasgow and Dublin, Blackie",1903_Foodanditsfunctionsa.txt
"Clever cooking, no. 2",1903,"Seattle, Wash., Lowman & Hanford stationery and printing co.",1903_Clevercookingno2.txt
My cookery books,1903,"Boston, New York, Houghton, Mifflin and company",1903_Mycookerybooks.txt
Martyn's menu dictionary ..,1903,"New York, The Caterer Publishing Co",1903_Martynsmenudictionar.txt
"Mrs. Snow's practical cook book, : for home and schools",1903,"Denver, Colo. : Ludditt",1903_MrsSnowspracticalcoo.txt
Food and culinary utensils of the ancients,1903,New York : Caterer Pub. Co.,1903_Foodandculinaryutens.txt
Cooking in old Créole days. La cuisine créole à l'usage des petits ménages,1903,"New York, R.H. Russell",1903_CookinginoldCreoleda.txt
Just for two : a collection of recipes designed for two persons,1903,Minneapolis : Byron & Willard,1903_Justfortwoacollectio.txt
The easiest way in housekeeping and cooking,1903,"Boston, Little, Brown and Co",1903_Theeasiestwayinhouse.txt
Gala-day luncheons; a little book of suggestions,1903,"New York, Dodd, Mead",1903_Galadayluncheonsalit.txt
The Rocky Mountain cook book for high altitude cooking,1903,"Denver, CO : C.T. Trask",1903_TheRockyMountaincook.txt
Our alma mater cook book;,1903,"[Littleton, N.H., The Buffington press]",1903_Ouralmamatercookbook.txt
The raisin center cook book,1903,"[Fowler, Cal.] Fowler ensign press",1903_Theraisincentercookb.txt
Fifty lunches [electronic resource],1903,London : E. Arnold,1903_Fiftyluncheselectron.txt
The century cook book,1903,New York : Century Co.,1903_Thecenturycookbook.txt
The food of the Gods: A Popular Account of Cocoa,1903,R. B. Johnson,1903_ThefoodoftheGodsAPop.txt
"Dr. Chase's third, last and complete receipt book and household physician : or practical knowledge for the people an invaluable collection of practical recipes ... to which have been added a rational treatment of pleurisy, inflamation of the lungs and other inflamatory diseases, and also for general diseases of women and children in fact the book for the million",1903,"Detroit, Mich. : F. B. Dickerson Company",1903_DrChasesthirdlastand.txt
"The new Glutton, or epicure",1903,"New York, F. A. Stokes company",1903_ThenewGluttonorepicu.txt
"The new Glutton, or epicure",1903,"New York, F. A. Stokes company",1903_ThenewGluttonorepicu.txt
Fifty lunches,1903,"London, New York, E. Arnold",1903_Fiftylunches.txt
Cooking in old Créole days. La cuisine créole à l'usage des petits ménages,1903,"New York, R.H. Russell",1903_CookinginoldCroleday.txt
"The ""Queen"" Cookery Books ...",1903,H. Cox,1903_TheQueenCookeryBooks.txt
The Rocky mountain cook book,1903,Denver : Rocky Mountain Printing Co.,1903_TheRockymountaincook.txt
"Marion Harland's complete cook book; a practical and exhaustive manual of cookery and housekeeping, containing thousands of carefully proved recipes ..",[1903],"Indianapolis, The Bobbs-Merrill company",1903_MarionHarlandscomple.txt
Our edible toadstools and mushrooms and how to distinguish them; a selection of thirty native food varieties,1903,"New York and London, Harper & brothers",1903_Ouredibletoadstoolsa.txt
European and American cuisine,1903,New York : D. Appleton,1903_EuropeanandAmericanc.txt
Food and its functions; a text-book for students of cookery,1903,"London, Glasgow and Dublin, Blackie",1903_Foodanditsfunctionsa.txt
A third pot-pourri,1903,"London, Smith, Elder",1903_Athirdpotpourri.txt
Just for two; a collection of recipes designed for two persons,1903,"Minneapolis, Byron & Willard",1903_Justfortwoacollectio.txt
"Studies of American fungi : mushrooms, edible, poisonous, etc.",1903,New York : Holt,1903_StudiesofAmericanfun.txt
Cooking in old Créole days. La cuisine créole à l'usage des petits ménages,1903,"New York, R.H. Russell",1903_CookinginoldCreoleda.txt
"""Dainty dishes"" ; a collection of choice receipts",1903,"New York, The Caterer publishing co.",1903_Daintydishesacollect.txt
My cookery books,1903,"Boston, Houghton, Mifflin",1903_Mycookerybooks.txt
Enquire within upon everything,1903,London : Houlston and Sons,1903_Enquirewithinuponeve.txt
Mrs. Owens' cook book and useful household hints ..,c1903,Chicago : F.E. Owens,c1903_MrsOwenscookbookandu.txt
"Pernicious pork; or, Astounding revelations of the evil effects of eating swine flesh ..",1903,"New York, Broadway publishing company",1903_PerniciousporkorAsto.txt
The Rocky mountain cook book,1903,"Denver, Colo. : The W.F. Robinson printing co.",1903_TheRockymountaincook.txt
Marine stewards and cooks' guide and manual of cooking ..,1903,"[Port Huron, Mich., C. J. Brooks]",1903_Marinestewardsandcoo.txt
"Viavi hygiene for women, men and children",1904,"Chicago, Eastern Viavi",1904_Viavihygieneforwomen.txt
"Mazdaznan encyclopaedia of dietetics and home cook book; cooked and uncooked foods, what to eat and how to eat it ..",1904,"Chicago, Ill., Mazdaznan publishing company",1904_Mazdaznanencyclopaed.txt
"The ""Queen"" Cookery Books ...",1904,H. Cox,1904_TheQueenCookeryBooks.txt
High living; recipes from southern climes,[c1904],"San Francisco, P. Elder and company",c1904_Highlivingrecipesfro.txt
"Food inspection and analysis : for the use of public analysts, health officers, sanitary chemists, and food economists",1904,New York : Wiley ; London : Chapman & Hall,1904_Foodinspectionandana.txt
Consolidated library of modern cooking and household recipes;,1904,"New York, R. J. Bodmer company",1904_Consolidatedlibraryo.txt
Vegetarian cook book : substitutes for flesh food,1904,"Mountain View, Calif. : Pacific Press Pub. Co.",1904_Vegetariancookbooksu.txt
Food and Cookery for the Sick and Convalescent,1904,"Little, Brown, and company",1904_FoodandCookeryforthe.txt
How to keep well; a text-book of physiology and hygiene forthe lower grades of schools,[1904],"Boston, Ginn",1904_Howtokeepwellatextbo.txt
World's fair souvenir cook book,1904,"Philadelphia, Pa., Press of Arnold and company",1904_Worldsfairsouvenirco.txt
First lessons in food and diet,1904,"Boston, Whitcomb & Barrows",1904_Firstlessonsinfoodan.txt
First lessons in food and diet,1904,"Boston, Whitcomb & Barrows",1904_Firstlessonsinfoodan.txt
The Good housekeeping hostess;,1904,"New York, Springfield, Mass. [etc.] The Phelps publishing co",1904_TheGoodhousekeepingh.txt
High living; recipes from southern climes,1904,"San Francisco, P. Elder and company",1904_Highlivingrecipesfro.txt
First lessons in food and diet,1904,"Boston, Whitcomb & Barrows",1904_Firstlessonsinfoodan.txt
"The ""Queen"" Cookery Books ...",1904,H. Cox,1904_TheQueenCookeryBooks.txt
Books and my food;,1904,"New York, Rohde & Haskins",1904_Booksandmyfood.txt
Consolidated library of modern cooking and household recipes;,1904,"New York, R. J. Bodmer company",1904_Consolidatedlibraryo.txt
German national cookery for American kitchens : a practical book of the art of cooking as performed in Germany,1904,"Milwaukee, Wis. : C.N. Caspar",1904_Germannationalcooker.txt
The blue grass cook book,"1917,[c1904]","New York : Fox, Duffield",1917c1904_Thebluegrasscookbook.txt
First lessons in food and diet,1904,"Boston, Whitcomb & Barrows",1904_Firstlessonsinfoodan.txt
High living : recipes from southern climes,c1904,San Francisco : P. Elder and Company,c1904_Highlivingrecipesfro.txt
Favorite recipes,1904,Sacramento : The Club,1904_Favoriterecipes.txt
"The blue ribbon cook book; being a second publication of ""One hundred tested receipts,"" together with others which have been tried and found valuable",1904,"Louisville, J. P. Morton & company",1904_Theblueribboncookboo.txt
May Irwin's home cooking;,1904,"New York, F.A. Stokes Company",1904_MayIrwinshomecooking.txt
Consolidated library of modern cooking and household recipes;,1904,"New York, R. J. Bodmer company",1904_Consolidatedlibraryo.txt
Papers on health,1904,"London, Simpkin",1904_Papersonhealth.txt
The Lamoille Valley cook book,1904,"[Johnson, Vt.]",1904_TheLamoilleValleycoo.txt
Eat California fruit,1904,"San Francisco, Southern Pacific company",1904_EatCaliforniafruit.txt
The hygiene of the schoolroom,[1904],"New York, Silver",1904_Thehygieneoftheschoo.txt
"The ""Queen"" Cookery Books ...",1904,H. Cox,1904_TheQueenCookeryBooks.txt
Substitutes for flesh foods ; Vegetarian cook book,1904,"Oakland, Calif. : Pacific Press",1904_Substitutesforfleshf.txt
The Service club cook book,1904,"[Chicago, E. Keogh printing company, printers",1904_TheServiceclubcookbo.txt
The chemistry of cookery,1904,"New York, D. Appleton and company",1904_Thechemistryofcooker.txt
Science in the kitchen,1904,"Battle Creek, Mich. : Modern Medicine Pub. Co.",1904_Scienceinthekitchen.txt
The home science cook book,1904,Boston : Whitcomb & Barrows,1904_Thehomesciencecookbo.txt
Our bodies and how we live,[1904],"Boston, Ginn",1904_Ourbodiesandhowweliv.txt
"The mushroom book : a popular guide to the identification and study of our commoner Fungi, with special emphasis on the edible varieties",1904,"Garden City, N.Y. : Doubleday, Page",1904_Themushroombookapopu.txt
The complete housekeeper,1904,"New York, McClure, Phillips & Co.",1904_Thecompletehousekeep.txt
"The mushroom book. A popular guide to the identification and study of our commoner Fungi, with special emphasis on the edible varieties",1905 [c1904],"New York : Doubleday, Page & Co.",1905c1904_ThemushroombookApopu.txt
The old and new cook book,c1904,"New Orleans, Searcy",c1904_Theoldandnewcookbook.txt
Consolidated library of modern cooking and household recipes;,1904,"New York, R. J. Bodmer company",1904_Consolidatedlibraryo.txt
Food and cookery for the sick and convalescent,1904,"Boston, Little, Brown, and company",1904_Foodandcookeryforthe.txt
The hostess of to-day,1904,"New York, C. Scribner's sons",1904_Thehostessoftoday.txt
General mess manual and cookbook for use on board vessels of the United States Navy,1904,Washington : GPO,1904_Generalmessmanualand.txt
One hundred and one chafing-dish recipes,1904,"San Francisco, P. Elder and company",1904_Onehundredandonechaf.txt
"The foundation of all reform; a guide to health, wealth and freedom; a popular treatise on the diet question",1904,"Chicago, Ill., Kosmos publishing co.; London, L. M. Fowler & co",1904_Thefoundationofallre.txt
"Food inspection and analysis : for the use of public analysts, health officers, sanitary chemists, and food economists",1904,New York : Wiley ; London : Chapman & Hall,1904_Foodinspectionandana.txt
The Good housekeeping hostess;,1904,"New York, Springfield, Mass. [etc.] The Phelps publishing co",1904_TheGoodhousekeepingh.txt
Consolidated library of modern cooking and household recipes;,1904,"New York, R. J. Bodmer company",1904_Consolidatedlibraryo.txt
"The ""Queen"" Cookery Books ...",1904,H. Cox,1904_TheQueenCookeryBooks.txt
Consolidated library of modern cooking and household recipes;,1904,"New York, R.J. Bodmer Co.",1904_Consolidatedlibraryo.txt
The culinary handbook,1904,"Chicago, The Hotel monthly",1904_Theculinaryhandbook.txt
Cocoa and chocolate; a short history of their production and use,1904,"Dorchester, Mass., W. Baker & co., limited",1904_Cocoaandchocolateash.txt
"Dr. Price's delicious desserts : containing practical recipes carefully selected and tested : excellent, simple, delicate",c1904,Chicago : Price Flavoring Extract Co.,c1904_DrPricesdeliciousdes.txt
"The ""Queen"" Cookery Books ...",1905,H. Cox,1905_TheQueenCookeryBooks.txt
The Boston Cooking School Magazine of Culinary Science and Domestic Economics,1905,Boston Cooking-School Magazine,1905_TheBostonCookingScho.txt
"The mushroom book. A popular guide to the identification and study of our commoner Fungi, with special emphasis on the edible varieties",1905,"New York, Doubleday, Page & Co.",1905_ThemushroombookApopu.txt
The home cook book;,1905,"New York, P. F. Collier & son",1905_Thehomecookbook.txt
The Youngstown cook book,1905,"Youngstown, Ohio, The Vindicator printing company",1905_TheYoungstowncookboo.txt
Fifty choice recipes for Spanish and Mexican dishes,1905,n.p,1905_Fiftychoicerecipesfo.txt
"The economical cook book : a practical guide for housekeepers in the preparation of every day meals, containing more than one thousand domestic receipts, mostly tested by personal experience, with suggestions for meals, lists of meats and vegetables in season, etc.",1905,[s.l. : s.n.],1905_Theeconomicalcookboo.txt
"The New England cook book. The latest and best methods for economy and luxury at home, containing nearly a thousand of the best up-to-date receipts for every conceivable need in kitchen and other departments of housekeeping",1905,"Boston, Chas. E. Brown Publishing Company",1905_TheNewEnglandcookboo.txt
"The way to the heart, hints to the inexperienced; a collection of tested Virginia recipes",1905,"Richmond, Whittet & Shepperson",1905_Thewaytothehearthint.txt
The Genesee Valley cookbook,1905,Boston (176 to 184 High Street) : Fort Hill Press,1905_TheGeneseeValleycook.txt
Culinary wrinkles; practical recipes for using Armour's extract of beef,1905,"Chicago, Armour & company",1905_Culinarywrinklesprac.txt
Cookery for common ailments,1905,"London, New York, [etc.] Cassell and Col., Ltd.",1905_Cookeryforcommonailm.txt
Twentieth century cook book : containing all the latest approved recipes in every department of cooking ... hygienic and scientific cooking ... a standard authority on the culinary art,1905,[S.l. : s.n.],1905_Twentiethcenturycook.txt
Twentieth century home cook book,1905,"Chicago, Thompson & Thomas",1905_Twentiethcenturyhome.txt
Public school household science [microform],1905,"Toronto : Copp, Clark",1905_Publicschoolhousehol.txt
The original Buckeye cook book and practical housekeeping : a compilation of choice and carefully tested recipes,1905,"Chicago : Trade supplied by the Reilly & Britton Co. ; St. Paul, Minn. : Webb Pub. Co.",1905_TheoriginalBuckeyeco.txt
The Apsley cookery book : containing 448 recipes for the uric-acid-free diet,1905,London : J. & A. Churchill,1905_TheApsleycookerybook.txt
Practical dietetics with special reference to diet in disease,1905,"New York, Appleton",1905_Practicaldieteticswi.txt
The Hygeia cook book; cooking for health,1905,"Boston, Press of the South end industrial school",1905_TheHygeiacookbookcoo.txt
The North end club cook book. A collection of choice and tested recipes,1905,"Chicago, Ill., Stevens, Maloney & co.",1905_TheNorthendclubcookb.txt
The original Buckeye cook book and practical housekeeping : a compilation of choice and carefully tested recipes,1905,"Chicago : Trade supplied by the Reilly & Britton Co. ; St. Paul, Minn. : Webb Publishing Co.",1905_TheoriginalBuckeyeco.txt
"The New England cook book. The latest and best methods for economy and luxury at home, containing nearly a thousand of the best up-to-date receipts for every conceivable need in kitchen and other departments of housekeeping",1905,"Boston, Chas. E. Brown publishing company",1905_TheNewEnglandcookboo.txt
"The way to the heart, hints to the inexperienced; a collection of tested Virginia recipes",1905,"Richmond, Whittet & Shepperson",1905_Thewaytothehearthint.txt
The North end club cook book : a collection of choice and tested recipes,1905,"Chicago, Ill. : Stevens, Maloney & Co.",1905_TheNorthendclubcookb.txt
The Genesee Valley cook book,1905,[Boston] Priv. print. [The Fort Hill press],1905_TheGeneseeValleycook.txt
Superior cook book,1905,"Ishpeming, Mich. : Press of the Penninsular record publishing co., ltd.",1905_Superiorcookbook.txt
Cook Book,1905,Mirror Press [printer],1905_CookBook.txt
"Unpolished rice, the staple food of the Orient;",1905,"Philadelphia, The Vegetarian society of America",1905_Unpolishedricethesta.txt
Canning and Preserving of Food Products with Bacteriological Technique: A ...,1905,Pittsburgh printingcompany,1905_CanningandPreserving.txt
The cult of the chafing dish,1905,"London, Gay and Bird",1905_Thecultofthechafingd.txt
The home cook book;,1905,"New York, P. F. Collier & son",1905_Thehomecookbook.txt
The dietetics,1905,"San Francisco, International printing co.",1905_Thedietetics.txt
The first book of farming,1905,"New York, Doubleday, Page & co.",1905_Thefirstbookoffarmin.txt
"Luncheons, breakfasts, simple dinners and carving; also, practical talks to home-makers",1905,"Nashville, Tenn., Cumberland Press",1905_Luncheonsbreakfastss.txt
"Kramer's book of trade secrets for the manufacturer and jobber; a complete compilation of valuable information and formulae for manufacturing all kinds of flavoring extracts, baking powders, jellies ..",1905,"Sutherland, Ia., Sioux publishing company",1905_Kramersbookoftradese.txt
The Boston cooking-school cook book,1905,"Boston, Little, Brown, and Company",1905_TheBostoncookingscho.txt
The Housewife's blue book,[ca. 1905],[Los Angeles] : Parmelle Dohrmann Co.,ca1905_TheHousewifesblueboo.txt
One hundred & one Mexican dishes,1906,"San Francisco and New York, P. Elder and Company",1906_OnehundredoneMexican.txt
Presbyterian cook book,1906,"Emporia, Kan., The Aid society of the First Presbyterian church",1906_Presbyteriancookbook.txt
Humaniculture,[c1906],"New York, F.A. Stokes",c1906_Humaniculture.txt
Monarch cook book; kitchen-tested recipes for everyday use,1906,"Beaver Dam, Wis., Malleable iron range co",1906_Monarchcookbookkitch.txt
Dainties,[1906?],Carson City [Nev.] : Union Cook Book,1906_Dainties.txt
A bachelors cupboard; containing crumbs culled from the cupboards of the great unwedded,1906,"Boston & London, J. W. Luce & company",1906_Abachelorscupboardco.txt
Tested recipes for the modern hostess; a compilation of choice recipes selected from various sources,1906,"Chicago, Regan printing house",1906_Testedrecipesforthem.txt
One hundred & one Mexican dishes,1906,"San Francisco and New York, P. Elder and Company",1906_OnehundredoneMexican.txt
Popular dishes,1906,"[Oil City, Pa., Derrick Publishing co., printers]",1906_Populardishes.txt
The presidential cook book : adapted from the White House cook book,1906,"Akron, Ohio ; New York ; Chicago : Saalfied",1906_Thepresidentialcookb.txt
365 tasty dishes; a tasty dish for every day in the year,1906,Philadelphia : G. W. Jacobs & co,1906_365tastydishesatasty.txt
The Boston cooking-school cook book,"1911, c1906","Boston, Little, Brown and company",1911c1906_TheBostoncookingscho.txt
Good recipes,c1906,"Winnetka, Ill. : Published by the Woman's Society of the Winnetka Congregational Church",c1906_Goodrecipes.txt
"San Rafael cook book, 1906",1906,"San Rafael, Calif. : [First Presbyterian Church?]",1906_SanRafaelcookbook190.txt
"Marion Harland's complete cook book; a practical and exhaustive manual of cookery and housekeeping, containing thousands of carefully proved recipes ..",1906,"Indianapolis, The Bobbs-Merrill company",1906_MarionHarlandscomple.txt
Books and my food;,1906,"New York, Moffat, Yard & company",1906_Booksandmyfood.txt
Practical observations upon the chemistry of food and dietetics,1906,[Chicago] The Blakely printing co.,1906_Practicalobservation.txt
"Betterment, individual, social, and industrrial; or, Highest efficiency through the golden rules of right nutrition; welfare work; and the higher industrial developments",[1906],"New York, F. A. Stokes company",1906_Bettermentindividual.txt
Louis' salads & chafing dishes,1906,"Boston, New York, H.M. Caldwell Co",1906_Louissaladschafingdi.txt
Foods and culinary utensils of the ancients,1906,New York : Caterer Pub. Co.,1906_Foodsandculinaryuten.txt
The health of the school child,1906,"London, Methuen",1906_Thehealthoftheschool.txt
The home economics movement,1906,"Boston, Whitcomb and Barrows",1906_Thehomeeconomicsmove.txt
German Cookery for the English Kitchen,1906,A. Siegle,1906_GermanCookeryfortheE.txt
The book of rarer vegetables,1906,"London, New York, Lane",1906_Thebookofrarervegeta.txt
Good housekeeping family cook book,1906,"New York, Springfield, Mass. [etc.] The Phelps publishing co.",1906_Goodhousekeepingfami.txt
One hundred & one Mexican dishes,[1906],San Francisco and New York : P. Elder and Company,1906_OnehundredoneMexican.txt
Diet and dietetics;,1906,"London, Constable",1906_Dietanddietetics.txt
A bachelors cupboard; containing crumbs culled from the cupboards of the great unwedded,1906,Boston ; & London : J. W. Luce & company,1906_Abachelorscupboardco.txt
Table Talk's illustrated cook book,1906,"Philadelphia, Pa",1906_TableTalksillustrate.txt
"San Rafael cook book, 1906",c1906],[n.p.,c1906_SanRafaelcookbook190.txt
"Recipes used in the cooking schools, U.S. Army",1906,Washington [D.C.] : G.P.O.,1906_Recipesusedinthecook.txt
Rare old receipts,1906,"Philadelphia, The J. C. Winston company",1906_Rareoldreceipts.txt
The book of rarer vegetables,1906,"London, New York, Lane",1906_Thebookofrarervegeta.txt
The New Lucile cook book,1906,"[New York] : Acker, Merrall & Condit Co.",1906_TheNewLucilecookbook.txt
"The new cook book; a volume of tried, tested and proven recipes by the ladies of Toronto and other cities and towns",1906,Toronto Rose Pub. Co,1906_Thenewcookbookavolum.txt
Books and my food;,1906,"New York, Moffat, Yard & company",1906_Booksandmyfood.txt
"Recipes used in the cooking schools, U. S. army",1906,"Washington, Gov't print. off.",1906_Recipesusedinthecook.txt
Strength and diet : a practical treatise with special regard to the life of nations,1906,"London : Longmans, Green",1906_Strengthanddietaprac.txt
Preservatives in food and food examination,1906,London : Churchill,1906_Preservativesinfooda.txt
One hundred & one sandwiches,c1906,San Francisco : P. Elder,c1906_Onehundredonesandwic.txt
Home Economics: A Guide to Household Management,1906,The Century co.,1906_HomeEconomicsAGuidet.txt
"The greedy book, a gastronomical anthology",1906,"London, Gay and Bird",1906_Thegreedybookagastro.txt
"Marion Harland's complete cook book; a practical and exhaustive manual of cookery and housekeeping, containing thousands of carefully proved recipes",1906,"Indianapolis, Bobbs-Merrill Co",1906_MarionHarlandscomple.txt
Louis' salads & chafing dishes,[c1906],"Boston, New York, H.M. Caldwell Co",c1906_Louissaladschafingdi.txt
"The international cook book; over 3,300 recipes gathered from all over the world, including many never before published in English. With complete ménus of the three meals for every day in the year",1914 [c1906],"Garden City, N. Y., Doubleday, Page",1914c1906_Theinternationalcook.txt
"The modern butcher ; or, The secret of success. Giving tables of weights and prices, showing what meat must be sold for to make a gross profit of 20 per cent., containing tables so arranged that a glance will show the number of pounds of the various cuts contained in beef, pork, veal, mutton, etc. ... with formulas, recipes, etc. Comp. ... by Jacob F. Boes",1906,"Bay City, Mich., C. & J. Gregory",1906_ThemodernbutcherorTh.txt
Archives of the Public health laboratory of the University of Manchester,1906-,"Manchester, University press",1906_ArchivesofthePublich.txt
The royal baker and pastry cook; a manual of practical cookery,1907,"New York, Royal baking powder co.",1907_Theroyalbakerandpast.txt
